OBJECTID,Código del establecimiento,Nombre de la sede,Orden de la sede,Sector,Tipo de administración,Naturaleza jurídica,Dirección,Número telefónico,Número de fax,Correo electrónico,Página WEB,Calendario,Jornada,Nivel de atención,Tipo de discapacidad atendida,Tipo de talento especial,Grupo étnico atendido,Situación de conflicto atendida,Categoría por resultado pruebas SABER 11,Nombre Rector,Matriculados,Tasa de deserción escolar (%),Zona,Género,coord_x,coord_y
846,311001092656,COLEGIO COLOMBO BRIGHTON,A,No Oficial,Privado,Persona Natural,CL 165 B # 56 A - 49,8012666 / 6684910,6780530,colegiocolombobrigton@hotmail.com / colombobrighton@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",,,,,A,CLARA MARA MORATO PEÑA,161,0,Urbana,Mixto,"-74,0586966545678","4,748152590073168"
849,311001091919,LICEO INFANTIL NATHALIA,A,No Oficial,Privado,Persona Natural,KR 55 C # 160 - 24,6720717,6720717,liceoinfantilnathalia2015@gmail.com / julyocampo1@gmail.com / alejo7820@gmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,JULIA GARZON DE OCAMPO,160,0,Urbana,Mixto,"-74,0575677094109","4,7427958637319385"
850,311848000961,EXTERNADO CARO Y CUERVO,A,No Oficial,Privado,Persona Natural,CL 150 A # 50 - 57,2742969 / 6158632,2742969 EXT 108,externadocaroycuervo@hotmail.es,www.ecc.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,HULDA MARINA BECERRA,525,"0,18",Urbana,Mixto,"-74,05362422478954","4,733208164955361"
851,311001076596,COLEGIO INFANTIL MODERNO INGLES,A,No Oficial,Privado,Persona Natural,KR 48 # 150 - 45,2582361,,cimi146@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,DIANA MARCELA MONROY BUENO,55,"19,2",Urbana,Mixto,"-74,05170808055928","4,732738260562577"
852,311001101515,JARDIN MATERNAL MANECITAS ROSADITAS,A,No Oficial,Privado,Persona Natural,KR 50 # 149 - 54,2589491,2589491,manecitasrosaditas@hotmail.com,www.manecitasrosaditas.com,A,Mañana,Preescolar,,,,,No Aplica,RITA ELSA SIERRA LANCHEROS,45,0,Urbana,Mixto,"-74,05279435394355","4,73218594780707"
854,311001105421,INSTITUTO NUEVA COLOMBIA,A,No Oficial,Privado,Sociedad,CL 145 # 47 - 06,2591534 / 6484321 / 3157747888,2591534,inc1989@hotmail.com,,A,Mañana / Fin de semana,Básica Primaria / Básica Secundaria / Media,Visual / Motora / Cognitiva,,,,No Aplica,MARGARITA ROMERO AYALA,196,No Aplica,Urbana,Mixto,"-74,05214154822659","4,728104344361255"
871,311001098522,TALLER INFANTIL CREATIVO,A,No Oficial,Privado,Persona Natural,CL 2 # 27 A - 15,4788198,,preescotic@hotmail.com,www.preescotic.webnode.com,A,Mañana,Preescolar,,,,,No Aplica,CLARA ENITH GUARNIZO TRONCOSO,51,No Aplica,Urbana,Mixto,"-74,09977089114054","4,600058571807888"
873,311001017832,COLEGIO EXTERNADO CULTURAL,A,No Oficial,Privado,Sociedad,CL 1 H BIS # 25 A - 28,2019126 / 2473157,2473157,coexcul@outlook.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,FLOR EUNICE ALVAREZ,172,0,Urbana,Mixto,"-74,09776129966284","4,598242222837384"
875,311001106029,JARDIN INFANTIL PERSONITAS DEL MILENIO,A,No Oficial,Privado,Persona Natural,KR 31 A BIS # 4 - 15,5062283,,personitasdelmilenio@hotmail.com,www.jardininfantilpersonitasdelmilenio.edu.co,A,Completa,Preescolar,,,,,No Aplica,JOHANNA PATRICIA GUTIERREZ HUERFANO,38,0,Urbana,Mixto,"-74,10190769214731","4,6050457429888905"
876,311001093717,JARDIN PSICOPEDAGOGICO PALOMITOS TRAVIESOS,A,No Oficial,Privado,Persona Natural,CL 3 A # 53 B - 59,8127601 / 2601367,2610357,palomitostraviesos@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,SANDRA GARZON,65,No Aplica,Urbana,Mixto,"-74,11665800665466","4,6175461023758695"
877,311001032297,COLEGIO ROMEL VELASCO,A,No Oficial,Privado,Persona Natural,CL 4 A # 51 - 17,2601570,,colegioromelvelasco@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,GLORIA NOHEMI CORREDOR PEREZ,130,0,Urbana,Mixto,"-74,11439191741727","4,6174527963593395"
878,311001106541,JARDIN INFANTIL LOS CHAVITOS CREATIVOS,A,No Oficial,Privado,Persona Natural,CL 3 A # 51 A - 47,2608129,2608129,chavitos98@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,ELIZABETH PALACIOS ARCE,196,No Aplica,Urbana,Mixto,"-74,11560703077285","4,616621732418191"
879,311001006318,COLEGIO CALDAS HOLGUIN,A,No Oficial,Privado,Persona Natural,KR 64 A # 2 B - 21,4144526,,colcaldasholguin@hotmail.com,,A,Mañana,Básica Primaria,,,,,No Aplica,NUBIA LUCIA AYALA,33,0,Urbana,Mixto,"-74,12321572529673","4,6210971623287955"
880,311001108633,LICEO INFANTIL EL MUNDO DE LOS NIÑOS,A,No Oficial,Privado,Persona Natural,KR 56 A # 2 - 74,8033210,8033210,liceo.mundoninos@hotmail.com,,A,Completa,Preescolar,,,,,No Aplica,MARIA CONSUELO CRUZ MELO,60,0,Urbana,Mixto,"-74,12201831593876","4,6173710929214575"
881,311001106037,LICEO ARCO IRIS,A,No Oficial,Privado,Persona Natural,KR 53 G # 1 - 20,2609051,,liceoarcoiris2003@gmail.com,,A,Mañana,Preescolar,,,,,No Aplica,FANNY ALAYON ALAYON,81,0,Urbana,Mixto,"-74,12217023183308","4,614424395843844"
883,311001093334,JARDIN INFANTIL EL MAGICO MUNDO DE LOS NIÑOS,A,No Oficial,Privado,Persona Natural,KR 59 # 4 D - 35,2602034,,marthamahecha14@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MARTHA LIBIA MAHECHA RODRIGUEZ,17,0,Urbana,Mixto,"-74,11835874386296","4,624237929225775"
884,311001041857,COLEGIO NUESTRA SEÑORA DE LA SALETTE,A,No Oficial,Privado,Persona Natural,KR 56 A # 4 G - 64,4144400,,colegionuestrasradelasalette@hotmail.com,www.colegiolasalette.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,VIRGINIA ACOSTA DE ORTIZ,329,"1,87",Urbana,Mixto,"-74,11619713498129","4,6240612721125"
888,311001076006,"JARDIN INFANTIL A,E,I,O,U",A,No Oficial,Privado,Persona Natural,CL 5 B BIS # 53 F - 05,2607394,2607394,jardin_aeiou@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,BLANCA YOLANDA MORALES VILLAGRAN,48,0,Urbana,Mixto,"-74,11367008425555","4,624284273774514"
889,311001042446,TALLER DE ESCUELA PILATUNAS Y LETRAS,A,No Oficial,Privado,Persona Natural,KR 53 F # 3 A - 20,2625162 / 2625172,,pilatunasyletras@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,JANETH DEL CARMEN FAJARDO ORTEGA,70,0,Urbana,Mixto,"-74,11753814003742","4,618853297729126"
890,311001102627,JARDIN INFANTIL PICARDIAS Y BURBUJAS,A,No Oficial,Privado,Persona Natural,KR 51 # 2 A - 64,7270737 / 5653964,4753726,picardiasyburbujas@hotmail.com,www.picardiasyburbujas.com,A,Mañana,Preescolar,,,,,No Aplica,ADRIANA RINCON GARCIA,37,0,Urbana,Mixto,"-74,11629711387916","4,612595247027458"
891,311001097739,LICEO INFANTIL MI MUNDO IDEAL,A,No Oficial,Privado,Persona Natural,TV 52 A # 2 - 59,2034586,,dorishcarvajalg@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Cognitiva,,,,No Aplica,DORIS HELENA CARVAJAL GARCIA,16,No Aplica,Urbana,Mixto,"-74,1171376728804","4,612324389394655"
895,311001004609,COLEGIO SAN LUCAS,A,No Oficial,Privado,Persona Natural,KR 31 D # 1 F - 44,5622048 / 5608157,,sanlucascol@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,EULALIA CORREDOR AYALA,341,0,Urbana,Mixto,"-74,10525003406198","4,6025213378797964"
859,311769002605,JARDIN INFANTIL MI RENACUAJO PASEADOR,A,No Oficial,Privado,Persona Natural,CL 137 B # 56 A - 16,2714690 / 6045592,6434279 / 2714690,mirenacuajopaseador@hotmail.com / mirenacuajopaseador@yahoo.com,http://mirenacuajopaseador.com,A,Mañana,Preescolar,,,,,No Aplica,IRMA CECILIA SAZA PORRAS,32,0,Urbana,Mixto,"-74,06252267368598","4,726854601920532"
860,311001046476,JARDIN INFANTIL EL TALLER DE LOS ARTISTAS,A,No Oficial,Privado,Persona Natural,KR 52 # 136 - 44,2711710,2711710,tallerdelosartistas@hotmail.com,www.eltallerdelosartistas.edu.co,A,Mañana,Preescolar,,,,,No Aplica,BEATRIZ AMPARO GOMEZ BOTERO,72,0,Urbana,Mixto,"-74,06491991605655","4,726310773334651"
861,311001107211,JARDIN INFANTIL EMBRIOLOGIA DEL SABER,A,No Oficial,Privado,Persona Natural,CL 135 # 49 - 34,4007307 / 5205235,,moliararoto@hotmail.com / jiembriologiadelsaber.edu@hotmail.es,,A,Mañana,Preescolar,Cognitiva / Otra,,,,No Aplica,AIDA MARCELA RODRGUEZ TORRES,39,"17,6",Urbana,Mixto,"-74,05519915473892","4,722273450943103"
864,311001001618,LICEO PARROQUIAL SAN GREGORIO MAGNO,A,No Oficial,Privado,Otra,KR 29 # 9 - 47,2477407,2010788,lpsgm@etb.net.co / liceoparroquialsangregoriomagno.edu.co,www.liceoparroquialsangregoriomagno.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,PBRO RAFAEL HERNANDEZ AREVALO,525,0,Urbana,Mixto,"-74,09472046918843","4,609505924502812"
867,311001025037,COLEGIO SANTA ELENA MIXTO,A,No Oficial,Privado,Persona Natural,CL 1 F # 19 C - 04,3372011 / 3037867,3372011,herlopezabog@hotmail.com,http://colegiosantaelenamixto.com.co/,A,Única,"Preescolar, Básica Primaria",,,,,No Aplica,HERNANDO ALCIDES LOPEZ SIERRA,112,0,Urbana,Mixto,"-74,09342358309084","4,595238820546137"
868,311001000450,COLEGIO HERMANAS MISIONERAS DE LA CONSOLATA,A,No Oficial,Privado,Comunidad Religiosa,KR 24 B # 1 D - 12,2334027,2334015,colegioconsolata@yahoo.es / secretaria@colegioconsolata.edu.co,www.colegioconsolata.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,GLORIA IRLEN BERNAL MOLINA,574,0,Urbana,Mixto,"-74,09673184472028","4,595456764029629"
797,311848000278,GIMNASIO VERMONT,A,No Oficial,Privado,Sociedad,CL 195 # 54 - 75,6723155 / 6748070,6730972,info@cgvermont.edu.co / info@gimnasiovermont.edu.co,www.gimnasiovermont.edu.co,B,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,RAQUEL LUCIA ROJAS RODRIGUEZ,1753,0,Urbana,Mixto,"-74,05341090185902","4,772953674953815"
800,311001104719,INSTITUTO SURORIENTAL SAN JORGE NOCTURNO,A,No Oficial,Privado,Persona Natural,KR 10 # 18 - 48 SUR,2726296 / 2068764,2786517,maraya0824@hotmail.com / isanjorge@hotmail.com / sanjorgecesco_sosiego@hotmail.com,,A,Nocturna,Básica Primaria / Básica Secundaria / Media,,,,,No Aplica,MARIA RANGEL DE RIOS,288,No Aplica,Urbana,Mixto,"-74,09278228299603","4,551272022549236"
802,311001107653,LICEO EMMANUEL,A,No Oficial,Privado,Persona Natural,KR 6 D ESTE # 84 A - 09 SUR,7682833 / 7629265,7735975,liceoemmanuel1502_@hotmail.es,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,HIMELDA CONCEPCION ESTACIO,59,No Aplica,Urbana,Mixto,"-74,10151880068102","4,502458927861483"
806,311001108927,COLEGIO MILITAR ANTONIA SANTOS,A,No Oficial,Privado,Corporación,CL 42 F SUR # 79 - 50,2730923,2730923,colegiomilitarantoniasantosbta@yahoo.es / coordinaciocmas@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,B,GERMAN FORERO QUEVEDO,206,0,Urbana,Mixto,"-74,16329321817966","4,61927898590242"
808,311001076189,JARDIN INFANTIL GLOBITO DE AVENTURAS,A,No Oficial,Privado,Sociedad,CL 83 A # 115 - 07 INT 61,5353033 / 4345028 / 4345029,4345028,jarglobito@yahoo.com,,A,Mañana,Preescolar,,,,,No Aplica,DIANA MARCELA RINCON GARCIA,33,0,Urbana,Mixto,"-74,11919004123362","4,726247772940941"
811,311001088217,UNIDAD EDUCATIVA BAHIA SOLANO,A,No Oficial,Privado,Sociedad,KR 112 # 16 H - 07,3001980 / 4132360 / 2989365 / 8053478,4132360,uebsolano@hotmail.com / rectoriauebs@hotmail.com,www.bahiasolano.edu.co,A,Completa,Básica Primaria / Básica Secundaria / Media,,,,,B,JOSE DEL CARMEN HERRERA FUENTES,328,"2,26",Urbana,Mixto,"-74,15378924369631","4,67893575456262"
812,311279000311,COLEGIO DE NUESTRA SEÑORA DEL PERPETUO SOCORRO,A,No Oficial,Privado,Persona Natural,CL 17 # 106 - 31,2671243 / 5443963,2671243,nsperpetuosocorro@hotmail.com / milemanito@hotmail.com / coordinacionnsts@gmail.com,,A,Completa,Básica Primaria / Básica Secundaria / Media,,,,,A,RAFAEL LIBARDO GARCIA CIFUENTES,416,"1,10",Urbana,Mixto,"-74,14952065967195","4,67668984031422"
820,311001090416,GIMNASIO ARTISTICO SUBA,A,No Oficial,Privado,Sociedad,KR 104 # 140 - 05,5359845 / 6876267,6876267,gads_01@yahoo.com,www.gimnasioartistico.com,A,Completa,Preescolar / Básica Primaria / Básica Secundaria / Media,Auditiva / Visual / Motora / Cognitiva,,,,B,AURA STELLA RODRIGUEZ QUINTANA,399,0,Urbana,Mixto,"-74,09864274638254","4,743081261507521"
957,311001004471,COLEGIO DE NUESTRA SEÑORA DEL PILAR CHAPINERO,A,No Oficial,Privado,Comunidad Religiosa,CL 62 # 27 A - 12,2493046 / 2353487 / 2114592,5474080,rectoria@colpilarch.edu.co / colpilarch@hotmail.com,www.colegiodelpilarchapinero.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,Afrocolombiano,,A+,HNA CONCEPCION AMEZQUITA DIAZ,1014,0,Urbana,Femenino,"-74,07508736734414","4,651031303113715"
958,311001105758,INSTITUTO DE CAPACITACION PARA EL TRABAJO,A,No Oficial,Privado,Asociación,CL 63 # 22 - 39,2176710 / 3112325504 / 3123379090,3129733,ict.educacion@gmail.com,www.ict.edu.co,A,Mañana / Nocturna / Fin de semana,Básica Primaria / Básica Secundaria / Media,Visual / Cognitiva,,Indígena,,No Aplica,CONSTANZA CASTILLO DE ARREGOCES,112,No Aplica,Urbana,Mixto,"-74,07165916175964","4,650564844252738"
961,311001050201,GIMNASIO PSICOPEDAGOGICO REYES GOMEZ,A,No Oficial,Privado,Persona Natural,TV 72 B # 11 C - 83,4112101,4112101,gimnasioreyesgomez@hotmail.com,www.gimnasioreyesgomez.com,A,Mañana,Preescolar,,,,,No Aplica,RUTH ELIDIA REYES GOMEZ,13,0,Urbana,Mixto,"-74,133797829038","4,645260321036202"
962,311001093814,GUARDERIA Y JARDIN INFANTIL RAFIKI,A,No Oficial,Privado,Sociedad,TV 78 D # 10 B - 60,4113747 / 4711531,4711531,jardinrafiki@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,NUBIA ESPERANZA JIMENEZ AMEZQUITA,28,0,Urbana,Mixto,"-74,13808492015384","4,6440134505363035"
964,311001050252,LICEO MAYOR ANDINO,A,No Oficial,Privado,Persona Natural,DG 10 B # 78 - 04,3208319524 / 4111928 / 4003363,4111928,liceomayorandino@hotmail.com / info@liceomayorandino.com / profetomas86@hotmail.com,www.liceomayorandino.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,AURA YANETH GACHA USAQUEN,1284,"1,24",Urbana,Mixto,"-74,13846111842516","4,643061431300376"
911,311001007209,LICEO SHAKESPEARE DEL NORTE,A,No Oficial,Privado,Persona Natural,KR 50 A # 128 C - 35,2581150,,liceo.shakespeare@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,DORA INES MALDONADO,45,0,Urbana,Mixto,"-74,05742743568265","4,715526047818243"
912,311001078068,JARDIN INFANTIL ECOS Y SONRISAS DEL FUTURO,A,No Oficial,Privado,Persona Natural,KR 59 C BIS # 132 - 29,5232784 / 6139042,,jardinecosysonrisasdelfuturo@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,SANDRA INES ALFONSO RODRIGUEZ,34,0,Urbana,Mixto,"-74,07139014058656","4,724948191473508"
914,311001033676,COLEGIO DE LA ENSEÑANZA,A,No Oficial,Privado,Comunidad Religiosa,AC 201 # 67 - 12,7430535 EXT 105 / 6761337 / 6761338 / 7430535,7430535 EXT 6,secretaria@colegiodelaensenanza.edu.co / secretaria.ensenanzabog@cdm.edu.co,www.colegiodelaensenanza.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Visual / Cognitiva,,,,A+,MARIA HELENA PEÑA AFANADOR,670,0,Urbana,Mixto,"-74,05235704867334","4,781916675389193"
915,311279000043,CENTRO DE ENSEÑANZA MEDIA COMERCIAL NUESTRA SEÑORA DEL CARMEN,A,No Oficial,Privado,Persona Natural,CL 21 # 100 - 80,2672746 / 4131260 / 2670089 / 5670564,,vimeronsc@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Cognitiva,,Indígena / Afrocolombiano,,A+,VICTOR MEDRANO ROJAS,935,"0,20",Urbana,Mixto,"-74,1421200284426","4,676876521708489"
916,311279000281,COLEGIO SANTA ANA,A,No Oficial,Privado,Sociedad,KR 103 B # 18 - 41,2670543 / 4181650 / 2670346 / 5427120,2670346,colegiosantaana@hotmail.com / secretaria@colegiosantaana.edu.co / colsantaana@hotmail.com,www.colegiosantaana.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,ALEXANDER MENDEZ MENDOZA,1850,"0,70",Urbana,Mixto,"-74,14603997900012","4,67616050459085"
917,311279001236,COLEGIO MILITAR JOSE ANTONIO GALAN,A,No Oficial,Privado,Sociedad,KR 103 B # 17 - 31,2674632 / 4158115 / 4212144 / 2670775,4212220,secretaria@colmiljoseantoniogalan.com / josearuiza@hotmail.com / rector@colmiljoseantoniogalan.com,www.colmiljoseantoniogalan.com,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,,,,B,JOSE ANTONIO RUIZ AYALA,534,0,Urbana,Mixto,"-74,14741834409064","4,67523344134572"
918,311279001406,GIMNASIO INTEGRAL MODERNO,A,No Oficial,Privado,Persona Natural,CL 20 B # 97 B - 60,5440800 / 5487070,,mariagabrielaquintero@hotmail.com / gimnasiointegralmoderno@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",,,,,No Aplica,CLAUDIA PATRICIA PEÑA GARCIA,184,0,Urbana,Mixto,"-74,14155908534491","4,674717177191366"
921,311001105057,POLITECNICO MAYOR ANDINO,A,No Oficial,Privado,Persona Natural,CL 17 A # 100 - 73,4134585 / 4133702,4134585,politecnicomayorandinocol@yahoo.com,www.politecnicomayorandino.com,A,Mañana / Nocturna / Fin de semana,Básica Secundaria / Media,,,,,No Aplica,CLAUDIA ROCIO CUBILLOS ORTIZ,297,No Aplica,Urbana,Mixto,"-74,14602550175103","4,673807703444254"
922,311001106631,INSTITUTO FERRINI SEDE FONTIBON,A,No Oficial,Privado,Persona Natural,KR 99 # 17 - 20,7048299,7048299,ferriniaulavirtualnp@hotmail.com / ferrinifontibon@outlook.com,,OTRO,Mañana / Nocturna / Fin de semana,Básica Secundaria / Media,,,,,No Aplica,GUSTAVO ADOLFO SERNA MOSQUERA,178,No Aplica,Urbana,Mixto,"-74,14492747211463","4,67228302419662"
923,311001075492,LICEO JUVENIL DE MORAVIA,A,No Oficial,Privado,Persona Natural,KR 137 A # 17 D - 31,5486964,,liceojuvenilmoravia.2013@gmail.com,www.liceojuvenilmoravia.edu.co,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,ROSA INES ORTIZ MURCIA,295,0,Urbana,Mixto,"-74,16814965433606","4,697707308485213"
924,311001090009,INSTITUTO PSICOPEDAGOGICO EL CALPULLI,A,No Oficial,Privado,Persona Natural,CL 18 A # 121 - 06,2676206,2676206,calpulli93@gmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,NOHORA MARINA GAMBA SANABRIA,275,No Aplica,Urbana,Mixto,"-74,1558096553816","4,6882813365251526"
925,311001044970,COLEGIO JARDIN MI PEQUEÑO BOHIO,A,No Oficial,Privado,Persona Natural,CL 19 # 116 B - 15,2981149,2981149,adrianamun268@yahoo.com / mipequenobohio@hotmail.com / colegiomipequenobohio@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,ADRIANA C. MUÑOZ CIFUENTES,33,0,Urbana,Mixto,"-74,15337833991231","4,68579795358727"
927,311279000027,LICEO MARIA GORETTI,A,No Oficial,Privado,Persona Natural,KR 104 A # 22 H - 79,2982774 / 2675910 / 4130855 / 2981349,2981349,limagoretti23@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,YOLANDA CIFUENTES TORRES,531,"0,63",Urbana,Mixto,"-74,14169519178854","4,680945674351788"
929,311001090254,JARDIN INFANTIL TRAZOS Y CRAYOLAS,A,No Oficial,Privado,Persona Natural,CL 9 C # 69 B - 80,2901459 / 2620631 / 7532281 / 3115617269,2901459,trazosycrayolas@terra.com / pamela_montenegro@live.com / trazosycrayolas@hotmail.com,,A,Única,Preescolar,,,,,No Aplica,MARIANA DEL PILAR MONCAYO GONZALEZ,10,0,Urbana,Mixto,"-74,1281401091229","4,63563573335295"
930,311001095434,GIMNASIO MARONY,A,No Oficial,Privado,Sociedad,CL 8 BIS # 70 - 10,2618342 / 2629606,2618342,gmarony@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Cognitiva,,,,No Aplica,BLANCA CECILIA GRANADOS,73,0,Urbana,Mixto,"-74,1304202273501","4,634188461057961"
931,311001075972,JARDIN INFANTIL POMPIN Y TATARIN,A,No Oficial,Privado,Persona Natural,CL 8 # 69 F - 22,2608963 / 2629455,4929626,pompinytatarin@hotmail.com,www.jardininfantilpompinytatarin.com,A,Mañana,Preescolar,,,,,No Aplica,GLORIA ESPERANZA CEPEDA GOMEZ,52,0,Urbana,Mixto,"-74,13018542390449","4,633624572013878"
932,311001033307,COLEGIO SAN JUAN DE MAYORGA,A,No Oficial,Privado,Persona Natural,CL 7 A # 70 B - 54,8039899,2613025,sanjuandemayorga@hotmail.com / sanjuandemayorga@yahoo.es,,A,Mañana,"Preescolar, Básica Primaria",Otra,,,,No Aplica,NANCY GONZALEZ SANCHEZ,16,0,Urbana,Mixto,"-74,13216005205304","4,632446422933508"
933,311001005231,INSTITUTO MARSELLA,A,No Oficial,Privado,Persona Natural,KR 70 # 7 A - 15,2628350 / 2613240,2613240,insmar@etb.net.co / dimoto78@gmail.com / colmar@yahoo.es,www.institutomarsella.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,JUAN CARLOS CARDENAS CANIZALES,355,"0,56",Urbana,Mixto,"-74,13069680604967","4,632301813553751"
934,311001109087,LICEO CONQUISTADORES DE LAS AMERICAS,A,No Oficial,Privado,Persona Natural,CL 6 A # 71 A - 38/46,2900751,4144161,coordgeneral@lca.edu.co / coordjardin@lca.edu.co,www.conquistadoresdelasamericas.edu.co,A,Mañana,Preescolar,,,,,No Aplica,ANDREA JINETH ROJAS,650,0,Urbana,Mixto,"-74,13364831074716","4,630706070105005"
937,311001091510,JARDIN INFANTIL PORTADORES DE LUZ LTDA,A,No Oficial,Privado,Sociedad,KR 73 B # 8 - 14,2920503 / 2922481,,portadoresdeluz@terra.com / jardinportadoresdeluz@hotmail.com,www.portadoresdeluz.com,A,Mañana,Preescolar,,,,,No Aplica,DORIS TERESA HERRERA,33,No Aplica,Urbana,Mixto,"-74,13958968808628","4,637780706206576"
938,311001099570,JARDIN INFANTIL GUARDERIA SALACUNA MIMOSITOS,A,No Oficial,Privado,Persona Natural,KR 72 # 7 C - 59,4242681,4242681,mimositosdoris@hotmail.com,www.mimositosliceoinfantil.com,A,Mañana,Preescolar,,,,,No Aplica,DORIS LIBIA RUBIANO,175,0,Urbana,Mixto,"-74,1377374023946","4,637135262132307"
941,311001102716,LICEO EMMANUELE MARLUI,A,No Oficial,Privado,Sociedad,KR 78 # 8 - 71/79,2921943,2921943,liceoemanuelmarlui@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,MARINA COTRINO RODRIGUEZ,292,"2,38",Urbana,Mixto,"-74,14134066537345","4,639411825048337"
944,311001041407,JARDIN INFANTIL MELANIE KLEIN,A,No Oficial,Privado,Persona Natural,CL 7 A BIS # 72 B - 30,2923605 / 2924804 / 2920568,2924804,colmelanieklein@hotmail.com,www.melaniekleinschool.edu.co,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,SANDRA CLAVIJO BUITRAGO,332,0,Urbana,Mixto,"-74,13930915679946","4,634296277162871"
947,311001003289,COLEGIO DE LAS HIJAS DE MARIA DE LAS ESCLAVAS,A,No Oficial,Privado,Asociación,CL 39 # 17 - 48,2455805 / 3203160,2889957,colhdm@hotmail.com / colhdm@yahoo.com.co,www.colhdm.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,MARITZA BEL SARMIENTO BAEZ,71,0,Urbana,Femenino,"-74,07167890313633","4,627488847044984"
948,311001108170,COLEGIO DE LA UNIVERSIDAD COOPERATIVA DE COLOMBIA,A,No Oficial,Privado,Otra,AV CARACAS # 38 - 27,3323565 EXT 1142 / 1216,,maria.bohorquez@ucc.edu.co,www.cucc6.webnode.es / www.ucc.edu.co/bogota/Paginas/colegio.aspx,A,Mañana,Media,,,,,A,GLADYS CRUZ DE CEDIEL,44,No Aplica,Urbana,Mixto,"-74,0691722082349","4,6261141212863555"
