OBJECTID,Código del establecimiento,Nombre del establecimiento,Código de la sede,Nombre de la sede,Orden de la sede,Sector,Tipo de administración,Naturaleza jurídica,Dirección,Número telefónico,Número de fax,Correo electrónico,Página WEB,Calendario,Jornada,Nivel de atención,Modelo educativo,Proyecto pedagógico,Tipo de discapacidad atendida,Tipo de talento especial,Grupo étnico atendido,Situación de conflicto atendida,Beneficiarios refrigerio escolar,Beneficiarios comida caliente,Beneficiarios ruta escolar,Beneficiarios subsidio transporte,Usuarios programa “Al colegio en BICI”,Categoría por resultado pruebas SABER 11,Tasa de deserción escolar (%),Zona,Género,coord_x,coord_y
235,111001104183,COLEGIO LEONARDO POSADA PEDRAZA (IED),111001104183,LEONARDO POSADA PEDRAZA,A,Oficial,Distrital,Oficial,KR 92 # 72 - 42 SUR,7234586 / 7234587 / 7234588 / 7234589 / 7234590,7234589 EXT 102,iedleoposaped@redp.edu.co,www.leonardoposadapedraza.org,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,Auditiva / Visual / Motora / Cognitiva / Múltiple,,,Desplazado,0,2739,0,95,0,B,"2,22",Urbana,Mixto,"-74,2011977798151","4,626995440266512"
184,111001011011,COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED),111001011011,INDUSTRIAL PILOTO,A,Oficial,Distrital,Oficial,KR 35 # 51 B - 87 SUR,7410956 / 7410958,7410956,itindpiloto6@redp.edu.co / y_yadiramina@hotmail.com,www.tecnicopiloto.edu.co,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,40X40,,,Indígena,Desplazado / Desvinculado,4747,0,27,462,0,No Aplica,0,Urbana,Mixto,"-74,13834978122884","4,585778305542132"
185,111001011011,COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED),111001017949,NUESTRA SEÑORA DE FATIMA,B,Oficial,Distrital,Oficial,DG 52 A SUR # 33 - 81,2701812,2701812,itindpiloto6@redp.edu.co / itipsedeb@yahoo.es,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40X40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,13868372813909","4,5846528016049755"
186,111001011011,COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED),111001018295,FATIMA MOTORES,C,Oficial,Distrital,Oficial,CL 54 SUR # 37 A - 37,2704241,2704241,itindpiloto6@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,40X40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14227393141033","4,586664392578087"
187,111001011011,COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED),111001017965,NUESTRA SEÑORA DEL ROSARIO,D,Oficial,Distrital,Oficial,CL 51 SUR # 36 - 86,2704201,2704201,itindpiloto6@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,40X40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,13754793602308","4,587713381828577"
188,111001075736,COLEGIO ISLA DEL SOL (IED),111001075736,ISLA DEL SOL,A,Oficial,Distrital,Oficial,CL 67 B SUR # 63 - 15,7131213 / 7132428,7131213,colegioisladelsol@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,Afrocolombiano,Desplazado,1023,0,0,15,0,B,0,Urbana,Mixto,"-74,15232315991496","4,589151690596998"
189,111001014206,COLEGIO MARCO FIDEL SUAREZ (IED),111001014206,MARCO FIDEL SUAREZ,A,Oficial,Distrital,Oficial,DG 52 SUR # 25 - 00,2388713 / 2304300 / 7410022,EXT 105,coldimarcofidelsua6@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,Capacidades Excepcionales,Afrocolombiano,Desplazado,2659,0,379,211,0,B,"19,2",Urbana,Mixto,"-74,13541971033402","4,578082667628332"
190,111001012271,COLEGIO RAFAEL URIBE URIBE (IED),111001012271,RAFAEL URIBE URIBE,A,Oficial,Distrital,Oficial,KR 25 # 47 - 02 SUR,7130308 / 7242191 / 7242135 / 2309420,7242191,coldirafaeluribeur6@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,40X40,,Capacidades Excepcionales,Afrocolombiano,Desplazado,3643,0,294,272,123,B,"4,77",Urbana,Mixto,"-74,12856918852005","4,579408080749068"
191,111001012271,COLEGIO RAFAEL URIBE URIBE (IED),111001018261,NUESTRA SEÑORA DEL CARMEN,B,Oficial,Distrital,Oficial,CL 48 B SUR # 28 - 75,2704861 / 7410646,7410646,coldirafaeluribeur6@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40X40,Motora,,Indígena / Afrocolombiano,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,13228145846536","4,5829478522113805"
192,111001018201,COLEGIO RUFINO JOSE CUERVO (IED),111001018201,RUFINO JOSE CUERVO,A,Oficial,Distrital,Oficial,KR 12 # 52 - 20  SUR,2796140,7604545,escdirufinojosecue6@redp.edu.co,www.rufinojosecuervo.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,Visual,,,,2885,0,61,113,36,B,"8,43",Urbana,Mixto,"-74,12486113526668","4,559740819851244"
193,111001018201,COLEGIO RUFINO JOSE CUERVO (IED),111001015318,CECILIA DE LA FUENTE DE LLERAS,B,Oficial,Distrital,Oficial,KR 8 # 53 A - 40 SUR,2796140,2796140,escdirufinojosecue6@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Visual,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,12385626272187","4,555373892705106"
194,111001018201,COLEGIO RUFINO JOSE CUERVO (IED),111001029084,NUEVO TUNJUELITO,C,Oficial,Distrital,Oficial,CL 58 A SUR # 12 A - 25,7696035,7696035,escdirufinojosecue6@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,Visual,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,12946742115915","4,559097241076585"
195,111001018201,COLEGIO RUFINO JOSE CUERVO (IED),111001110264,SEDE D,D,Oficial,Distrital,Oficial,KR 14 # 58 - 20 SUR,7694936,,escdirufinojosecue6@redp.edu.co,www.rufinojosecuervo.edu.co,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,13112021707737","4,561834079551678"
196,111001086631,COLEGIO SAN BENITO ABAD (IED),111001086631,DIANA TURBAY,A,Oficial,Distrital,Oficial,CL 58 SUR # 19 B - 67,2793585 / 7146373,7694346,ceddianaturbay6@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,,,,Desplazado,1255,0,67,21,0,C,0,Urbana,Mixto,"-74,13725175159244","4,566374005977122"
197,111001086631,COLEGIO SAN BENITO ABAD (IED),111001025623,SAN BENITO,B,Oficial,Distrital,Oficial,KR 19 # 56 A - 25 SUR,2799472,7694346,ceddianaturbay6@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,13461250757591","4,566411751567468"
198,111001075957,COLEGIO SAN CARLOS (IED),111001075957,JOSE ANTONIO RICAURTE,A,Oficial,Distrital,Oficial,KR 18 # 56 A - 45 SUR,7694494 / 7676178,,escdijoseantoniori6@redp.edu.co,http://distritalsancarlos.blogspot.com/,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje / Educación para Jóvenes en Extraedad y Adultos,40X40,Auditiva,,,Desplazado / Desvinculado,2114,0,112,79,88,D,"1,47",Urbana,Mixto,"-74,13248801259022","4,564681009619467"
199,111001075957,COLEGIO SAN CARLOS (IED),111001018066,SAN CARLOS,B,Oficial,Distrital,Oficial,KR 19 # 50 - 37 SUR,7694494,7694494,escdijoseantoniori6@redp.edu.co,http://distritalsancarlos.blogspot.com/,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40X40,Auditiva,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,12798120523398","4,569832338941554"
200,111001010251,COLEGIO VENECIA (IED),111001010251,VENECIA,A,Oficial,Distrital,Oficial,KR 55 # 49 - 25 SUR,2307050,7102815 / 2041746,coldivenecia6@redp.edu.co / corredoralvaro@hotmail.com,,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,,Auditiva / Visual / Motora / Cognitiva / Otra,,Indígena / Afrocolombiano,Desplazado / Desvinculado,1022,1233,104,213,136,No Aplica,0,Urbana,Mixto,"-74,14388638398913","4,591709796992145"
201,111001010251,COLEGIO VENECIA (IED),111001034631,NUEVO MUZU,B,Oficial,Distrital,Oficial,KR 59 # 52 A - 30 SUR,7102815,7106372,coldivenecia6@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Visual / Cognitiva / Otra,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14737573609838","4,586256361757012"
301,111001033898,COLEGIO MANUEL ZAPATA OLIVELLA (IED),111001033898,MANUEL ZAPATA OLIVELLA,A,Oficial,Distrital,Oficial,CL 1 BIS # 87 - 84,4512820 / 4512817,4507825,cedpatiobonitoii8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,2033,0,0,50,0,B,0,Urbana,Mixto,"-74,16008636376941","4,640731293141255"
302,111001014290,COLEGIO MARSELLA (IED),111001014290,MARSELLA,A,Oficial,Distrital,Oficial,KR 69 # 7 - 90,4202341 / 4202399,4202341,cedmarsella8@gmail.com / cedmarsella8@redp.edu.co,www.iedmarsella.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,1522,0,0,188,0,A,"0,65",Urbana,Mixto,"-74,12714475333021","4,631763983087614"
303,111001010910,COLEGIO NACIONAL NICOLAS ESGUERRA (IED),111001010910,NICOLAS ESGUERRA,A,Oficial,Distrital,Oficial,CL 9 C # 68 - 52,4201216 / 2604981 / 2607388 / 2605043,2604981,colnanicolasesguer8@redp.edu.co,,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria,Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,,,,,,2384,0,0,249,0,A,0,Urbana,Masculino / Mixto,"-74,12179585444686","4,632385732232243"
304,111001110477,COLEGIO NELSON MANDELA (IED),111001110477,NELSON MANDELA,A,Oficial,Distrital,Oficial,KR 90 A # 46 - 50 SUR,7833752 / 7833690,,nelson.mandela08030@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,2024,0,0,129,0,A,No Aplica,Urbana,Mixto,"-74,17791214958515","4,635864590710085"
305,111001015601,COLEGIO O.E.A. (IED),111001015601,O.E.A.,A,Oficial,Distrital,Oficial,KR 72 L # 34 - 19 SUR,4527015 / 4527016 / 5630829 / 2734831,5630829,cedoea8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40X40,Visual / Múltiple,,,,2201,0,0,346,45,A,"0,65",Urbana,Mixto,"-74,14190952352713","4,618141994138939"
306,111001015601,COLEGIO O.E.A. (IED),111001012254,ANTONIA SANTOS I,B,Oficial,Distrital,Oficial,KR 69 BIS # 39 - 30 SUR,5630829 / 2734831 / 2384823 / 2384842,2384823,cedoea8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40X40,Visual,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14085792870607","4,609312661029838"
307,111001013153,COLEGIO PAULO VI (IED),111001013153,PAULO VI,A,Oficial,Distrital,Oficial,KR 78 P # 41 - 20 SUR,2738032 / 4942845 / 2730151,2738032,cedpaulovi8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje / Otro,,Auditiva / Visual / Motora / Cognitiva,,Indígena / Afrocolombiano,Desplazado,2954,0,100,305,59,B,"5,45",Urbana,Mixto,"-74,15831723422528","4,621166978073128"
308,111001027308,COLEGIO PROSPERO PINZON (IED),111001027308,PROSPERO PINZON,A,Oficial,Distrital,Oficial,CL 35 C SUR # 78 F - 81,2649970,2649970 EXT 103,cedprosperopinzon8@redp.edu.co / cedprosperopinzon8@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,40x40,,,Afrocolombiano,,1704,0,264,225,0,B,0,Urbana,Mixto,"-74,15129347680032","4,624086363664385"
309,111001107778,COLEGIO SALUDCOOP SUR (IED),111001107778,SALUDCOOP SUR,A,Oficial,Distrital,Oficial,AK 89 # 26 - 03 SUR,2653248 / 4514169,2653248 EXT 102,iedsaludcoopsur@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Visual / Motora / Cognitiva,,Indígena / Afrocolombiano,Desplazado / Hijo Desmovilizado,96,1335,0,61,5,B,0,Urbana,Mixto,"-74,16447202702136","4,642341037203365"
264,111001001279,COLEGIO DARIO ECHANDIA (IED),111001034649,TOCAREMA,C,Oficial,Distrital,Oficial,CL 4 # 88 G - 16,2682663 / 2652663,4522825 EXT 106,coldidarioechandia8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,16108524814452","4,644061961469612"
265,111001098906,COLEGIO EDUARDO UMAÑA LUNA (IED),111001098906,EDUARDO UMAÑA LUNA,A,Oficial,Distrital,Oficial,KR 93 A # 42 A - 37 SUR,4545900 / 2640276,2640276,ceddindalito8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Afrocolombiano,Desplazado / Desvinculado,0,1594,0,7,0,B,"0,87",Urbana,Mixto,"-74,174920728248","4,64173486907848"
266,111001098906,COLEGIO EDUARDO UMAÑA LUNA (IED),111001107000,ERNESTO GULH,B,Oficial,Distrital,Oficial,CL 42 G SUR # 87 G - 16,4521719 / 4524129,4521719,liceorectoria@yahoo.es,www.colernestogulh.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,1723651335541","4,633272109458827"
267,111001012360,COLEGIO EL JAPON (IED),111001012360,EL JAPON,A,Oficial,Distrital,Oficial,KR 78 G # 38 C - 11 SUR,2732515 / 2939648 / 2939499 / 4036380 / 4518084,4518084,cedeljapon8@redp.edu.co,,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,,Otra,,,Desvinculado,2603,0,0,301,0,No Aplica,0,Urbana,Mixto,"-74,1537019274507","4,6218226737557515"
268,111001024660,COLEGIO FERNANDO SOTO APARICIO (IED),111001024660,FERNANDO SOTO APARICIO,A,Oficial,Distrital,Oficial,KR 73 A BIS B # 36 - 47 SUR,2650340 / 4515930 / 4515931 / 4515934,2650340 EXT 104,coldinvokennedy8@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,Motora,,,,2607,0,261,157,4,B,"11,1",Urbana,Mixto,"-74,14757062829422","4,619150363843709"
269,111001024660,COLEGIO FERNANDO SOTO APARICIO (IED),111001013111,PASTRANITA,B,Oficial,Distrital,Oficial,KR 80 A # 51 B - 29 SUR,4514579,4514579,coldinvokennedy8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Visual / Cognitiva / Múltiple / Otra,,Indígena / Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,17276174514193","4,617278707353045"
270,111001014974,COLEGIO FRANCISCO DE MIRANDA (IED),111001014974,FRANCISCO DE MIRANDA,A,Oficial,Distrital,Oficial,DG 41 SUR # 73 A - 80,2651415 / 2651409 / 2736252,2651415,cedfranciscodemir8@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,Afrocolombiano,Desplazado,1141,1141,0,60,0,B,0,Urbana,Mixto,"-74,15435036196548","4,6127485539222075"
271,111001104281,COLEGIO GABRIEL BETANCOURT MEJIA (IED),111001104281,GABRIEL BETANCOURT MEJIA,A,Oficial,Distrital,Oficial,KR 87 A # 6 A - 23,4505733 / 4505679 / 4837039 / 4541944,4505827 EXT 109,coldigabemjia@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Motora / Cognitiva / Otra,,Indígena / Afrocolombiano,Desplazado,1709,1317,0,321,44,A,"3,01",Urbana,Mixto,"-74,156565381979","4,644803188059819"
272,111001106984,COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED),111001106984,GENERAL GUSTAVO ROJAS PINILLA,A,Oficial,Distrital,Oficial,CL 11 B # 80 B - 61,2923536,2923536 EXT 205,colgeneralgustavoroj@redp.edu.co,http://colegio.redp.edu.co/gustavorojasp/,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,Capacidades Excepcionales,Afrocolombiano,Desplazado,350,2130,163,388,0,A,0,Urbana,Mixto,"-74,1408427489744","4,648371481112569"
273,111001106984,COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED),111001034169,EL TINTAL,B,Oficial,Distrital,Oficial,KR 81 D # 13 - 65,4126630,2921144 EXT 205,colgeneralgustavoroj@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,13955919477395","4,652640998585597"
274,111001100048,COLEGIO HERNANDO DURAN DUSAN (IED),111001100048,HERNANDO DURAN DUSAN,A,Oficial,Distrital,Oficial,CL 42 F SUR # 88 A - 25,4516672 / 4516619 / 3012313091,5734402,chdd.rectoria@etb.net.co,,A,Única,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Otro,,Motora / Cognitiva,,Indígena / Afrocolombiano,Desplazado,2388,0,0,27,0,B,"7,49",Urbana,Mixto,"-74,17262599263451","4,634739931656854"
275,111001024732,COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED),111001024732,INEM FRANCISCO DE PAULA SANTANDER,A,Oficial,Distrital,Oficial,CL 38 C SUR # 79 - 08,2652285 / 2646508 / 2731166 / 2652392,2731166,inemfranciscodepau8@redp.edu.co,www.inemkennedy.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación Diversificada / INEM,,,,Afrocolombiano,Desplazado,7181,0,238,1309,0,B,"2,67",Urbana,Mixto,"-74,15499056521735","4,625122164140042"
276,111001024732,COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED),111001016080,CASABLANCA,B,Oficial,Distrital,Oficial,KR 78 N # 35 A - 09 SUR,2645035,2645035 / 2731166,inemfranciscodepau8@redp.edu.co,www.inemkennedy.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,15310712954486","4,626701925863711"
277,111001086771,COLEGIO INSTITUTO TECNICO RODRIGO DE TRIANA (IED),111001086771,RODRIGO DE TRIANA,A,Oficial,Distrital,Oficial,CL 38 SUR # 89 - 81,2933380 / 2933416 / 2933393,2933416,cedrodrigodetrian8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Indígena / Afrocolombiano,Desplazado / Desvinculado,1570,700,0,41,0,B,"3,96",Urbana,Mixto,"-74,16760822803623","4,639829691424329"
278,111001086771,COLEGIO INSTITUTO TECNICO RODRIGO DE TRIANA (IED),111001086860,LAS PALMERAS,B,Oficial,Distrital,Oficial,KR 90 A # 39 - 12 SUR,4527646,2933416,cedrodrigodetrian8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Visual,,Indígena / Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,16940677920255","4,64036124726045"
279,111001086771,COLEGIO INSTITUTO TECNICO RODRIGO DE TRIANA (IED),111001034215,CAMPO HERMOSO,C,Oficial,Distrital,Oficial,CL 35 B SUR # 88 D - 15,4527018 / 2933380,2933416,cedrodrigodetrian8@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,,,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,16553294096518","4,639841049210477"
280,111001016071,COLEGIO ISABEL II (IED),111001016071,ISABEL II,A,Oficial,Distrital,Oficial,DG 2 D # 79 C - 83,2928295 / 4127405 / 4127471,2928295 EXT 102,cedisabelii8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Auditiva,,Afrocolombiano,,2455,0,118,301,0,A,"0,81",Urbana,Mixto,"-74,15285908852526","4,6333741549821035"
281,111001016071,COLEGIO ISABEL II (IED),111001016152,PIO XII,B,Oficial,Distrital,Oficial,KR 79 D # 6 - 15,4242613,4242613,cedisabelii8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Auditiva,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,15164345235017","4,635167871105315"
282,111001029114,COLEGIO JACKELINE (IED),111001029114,JACKELINE,A,Oficial,Distrital,Oficial,CL 45 A SUR # 77 Q - 49,4524113 / 4524042 / 3002072730,4524042,cedjackeline8@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Afrocolombiano,,1350,0,0,64,0,No Aplica,0,Urbana,Mixto,"-74,1626723799104","4,609285384155119"
